site,year,species,gear,length_cm
Test_FF_Site,2010,Caesio cuning,Speargun,18
Test_FF_Site,2010,Caesio cuning,Speargun,18
Test_FF_Site,2010,Caesio cuning,Speargun,18
Test_FF_Site,2010,Caesio cuning,Speargun,18
Test_FF_Site,2010,Caesio cuning,Speargun,17
Test_FF_Site,2010,Caesio cuning,Speargun,17
Test_FF_Site,2010,Caesio cuning,Handline,17
Test_FF_Site,2010,Caesio cuning,Trap,22
Test_FF_Site,2010,Caesio cuning,Trap,20
Test_FF_Site,2010,Caesio cuning,Speargun,17
Test_FF_Site,2010,Caesio cuning,Speargun,18
Test_FF_Site,2010,Caesio cuning,Speargun,17
Test_FF_Site,2010,Caesio cuning,Speargun,18
Test_FF_Site,2010,Caesio cuning,Speargun,18
Test_FF_Site,2010,Caesio cuning,Trap,20
Test_FF_Site,2010,Caesio cuning,Trap,22
Test_FF_Site,2010,Caesio cuning,Speargun,18
Test_FF_Site,2010,Caesio cuning,Speargun,18
Test_FF_Site,2010,Caesio cuning,Speargun,18
Test_FF_Site,2010,Caesio cuning,Speargun,18
Test_FF_Site,2010,Caesio cuning,Speargun,18
Test_FF_Site,2010,Caesio cuning,Speargun,18
Test_FF_Site,2010,Caesio cuning,Speargun,18
Test_FF_Site,2010,Caesio cuning,Handline,18
Test_FF_Site,2010,Caesio cuning,Handline,9
Test_FF_Site,2010,Caesio cuning,Trap,16
Test_FF_Site,2010,Caesio cuning,Handline,18
Test_FF_Site,2010,Caesio cuning,Handline,10
Test_FF_Site,2010,Caesio cuning,Speargun,18
Test_FF_Site,2010,Caesio cuning,Speargun,19
Test_FF_Site,2010,Caesio cuning,Trolling,22
Test_FF_Site,2010,Caesio cuning,Handline,10
Test_FF_Site,2010,Caesio cuning,Handline,18
Test_FF_Site,2010,Caesio cuning,Handline,18
Test_FF_Site,2010,Caesio cuning,Handline,17
Test_FF_Site,2010,Caesio cuning,Handline,20
Test_FF_Site,2010,Caesio cuning,Speargun,17
Test_FF_Site,2010,Caesio cuning,Speargun,17
Test_FF_Site,2010,Caesio cuning,Speargun,20
Test_FF_Site,2010,Caesio cuning,Speargun,16
Test_FF_Site,2010,Caesio cuning,Speargun,17
Test_FF_Site,2010,Caesio cuning,Speargun,18
Test_FF_Site,2010,Caesio cuning,Speargun,17
Test_FF_Site,2010,Caesio cuning,Speargun,18
Test_FF_Site,2010,Caesio cuning,Speargun,18
Test_FF_Site,2010,Caesio cuning,Speargun,18
Test_FF_Site,2010,Caesio cuning,Speargun,19
Test_FF_Site,2010,Caesio cuning,Handline,17
Test_FF_Site,2010,Caesio cuning,Handline,17
Test_FF_Site,2010,Caesio cuning,Trap,22
Test_FF_Site,2010,Caesio cuning,Trap,20
Test_FF_Site,2010,Caesio cuning,Handline,17
Test_FF_Site,2010,Caesio cuning,Handline,13
Test_FF_Site,2010,Caesio cuning,Handline,19
Test_FF_Site,2010,Caesio cuning,Handline,19
Test_FF_Site,2010,Caesio cuning,Handline,13
Test_FF_Site,2010,Caesio cuning,Handline,20
Test_FF_Site,2010,Caesio cuning,Handline,15
Test_FF_Site,2010,Caesio cuning,Handline,14
Test_FF_Site,2010,Caesio cuning,Handline,17
Test_FF_Site,2010,Caesio cuning,Handline,10
Test_FF_Site,2010,Caesio cuning,Speargun,14
Test_FF_Site,2010,Caesio cuning,Speargun,17
Test_FF_Site,2010,Caesio cuning,Speargun,18
Test_FF_Site,2010,Caesio cuning,Speargun,17
Test_FF_Site,2010,Caesio cuning,Speargun,17
Test_FF_Site,2010,Caesio cuning,Speargun,18
Test_FF_Site,2010,Caesio cuning,Speargun,17
Test_FF_Site,2010,Caesio cuning,Speargun,13
Test_FF_Site,2010,Caesio cuning,Handline,17
Test_FF_Site,2010,Caesio cuning,Handline,15
Test_FF_Site,2010,Caesio cuning,Handline,12
Test_FF_Site,2010,Caesio cuning,Trap,18
Test_FF_Site,2010,Caesio cuning,Speargun,18
Test_FF_Site,2010,Caesio cuning,Speargun,17
Test_FF_Site,2010,Caesio cuning,Speargun,17
Test_FF_Site,2010,Caesio cuning,Speargun,17
Test_FF_Site,2010,Caesio cuning,Speargun,17
Test_FF_Site,2010,Caesio cuning,Trap,22
Test_FF_Site,2010,Caesio cuning,Trap,22
Test_FF_Site,2010,Caesio cuning,Trap,20
Test_FF_Site,2010,Caesio cuning,Handline,17
Test_FF_Site,2010,Caesio cuning,Handline,16
Test_FF_Site,2010,Caesio cuning,Handline,20
Test_FF_Site,2010,Caesio cuning,Handline,20
Test_FF_Site,2010,Caesio cuning,Speargun,20
Test_FF_Site,2010,Caesio cuning,Handline,17
Test_FF_Site,2010,Caesio cuning,Handline,14
Test_FF_Site,2010,Caesio cuning,Handline,18
Test_FF_Site,2010,Caesio cuning,Handline,14
Test_FF_Site,2010,Caesio cuning,Handline,20
Test_FF_Site,2010,Caesio cuning,Handline,14
Test_FF_Site,2010,Caesio cuning,Handline,17
Test_FF_Site,2010,Caesio cuning,Handline,12
Test_FF_Site,2010,Caesio cuning,Handline,14
Test_FF_Site,2010,Caesio cuning,Handline,17
Test_FF_Site,2010,Caesio cuning,Handline,20
Test_FF_Site,2010,Caesio cuning,Handline,14
Test_FF_Site,2010,Caesio cuning,Handline,19
Test_FF_Site,2010,Caesio cuning,Handline,14
Test_FF_Site,2010,Caesio cuning,Handline,19
Test_FF_Site,2010,Caesio cuning,Handline,13
Test_FF_Site,2010,Caesio cuning,Handline,16
Test_FF_Site,2010,Caesio cuning,Speargun,18
Test_FF_Site,2010,Caesio cuning,Speargun,17
Test_FF_Site,2010,Caesio cuning,Speargun,18
Test_FF_Site,2010,Caesio cuning,Speargun,17
Test_FF_Site,2010,Caesio cuning,Handline,18
Test_FF_Site,2010,Caesio cuning,Speargun,18
Test_FF_Site,2010,Caesio cuning,Speargun,18
Test_FF_Site,2010,Caesio cuning,Speargun,17
Test_FF_Site,2010,Caesio cuning,Speargun,16
Test_FF_Site,2010,Caesio cuning,Speargun,18
Test_FF_Site,2010,Caesio cuning,Speargun,18
Test_FF_Site,2010,Caesio cuning,Handline,17
Test_FF_Site,2010,Caesio cuning,Handline,15
Test_FF_Site,2010,Caesio cuning,Handline,17
Test_FF_Site,2010,Caesio cuning,Speargun,20
Test_FF_Site,2010,Caesio cuning,Speargun,19
Test_FF_Site,2010,Caesio cuning,Speargun,18
Test_FF_Site,2010,Caesio cuning,Speargun,18
Test_FF_Site,2010,Caesio cuning,Speargun,18
Test_FF_Site,2010,Caesio cuning,Speargun,17
Test_FF_Site,2010,Caesio cuning,Speargun,21
Test_FF_Site,2010,Caesio cuning,Speargun,22
Test_FF_Site,2010,Caesio cuning,Speargun,20
Test_FF_Site,2010,Caesio cuning,Handline,20
Test_FF_Site,2010,Caesio cuning,Speargun,20
Test_FF_Site,2010,Caesio cuning,Speargun,21
Test_FF_Site,2010,Caesio cuning,Speargun,20
Test_FF_Site,2010,Caesio cuning,Handline,19
Test_FF_Site,2010,Caesio cuning,Handline,20
Test_FF_Site,2010,Caesio cuning,Trap,24
Test_FF_Site,2010,Caesio cuning,Speargun,20
Test_FF_Site,2010,Caesio cuning,Speargun,20
Test_FF_Site,2010,Caesio cuning,Speargun,20
Test_FF_Site,2010,Caesio cuning,Handline,19
Test_FF_Site,2010,Caesio cuning,Handline,19
Test_FF_Site,2010,Caesio cuning,Handline,20
Test_FF_Site,2010,Caesio cuning,Speargun,19
Test_FF_Site,2010,Caesio cuning,Speargun,19
Test_FF_Site,2010,Caesio cuning,Speargun,15
Test_FF_Site,2010,Caesio cuning,Speargun,20
Test_FF_Site,2010,Caesio cuning,Handline,21
Test_FF_Site,2010,Caesio cuning,Handline,19
Test_FF_Site,2010,Caesio cuning,Handline,16
Test_FF_Site,2010,Caesio cuning,Handline,15
Test_FF_Site,2010,Caesio cuning,Speargun,20
Test_FF_Site,2010,Caesio cuning,Speargun,21
Test_FF_Site,2010,Caesio cuning,Speargun,21
Test_FF_Site,2010,Caesio cuning,Handline,21
Test_FF_Site,2010,Caesio cuning,Handline,17
Test_FF_Site,2010,Caesio cuning,Handline,20
Test_FF_Site,2010,Caesio cuning,Handline,17
Test_FF_Site,2010,Caesio cuning,Handline,20
Test_FF_Site,2010,Caesio cuning,Handline,15
Test_FF_Site,2010,Caesio cuning,Trap,23
Test_FF_Site,2010,Caesio cuning,Speargun,20
Test_FF_Site,2010,Caesio cuning,Handline,17
Test_FF_Site,2010,Caesio cuning,Handline,14
Test_FF_Site,2010,Caesio cuning,Trap,21
Test_FF_Site,2010,Caesio cuning,Speargun,21
Test_FF_Site,2010,Caesio cuning,Speargun,20
Test_FF_Site,2010,Caesio cuning,Speargun,20
Test_FF_Site,2010,Caesio cuning,Speargun,20
Test_FF_Site,2010,Caesio cuning,Speargun,19
Test_FF_Site,2010,Caesio cuning,Speargun,18
Test_FF_Site,2010,Caesio cuning,Speargun,19
Test_FF_Site,2010,Caesio cuning,Handline,21
Test_FF_Site,2010,Caesio cuning,Handline,18
Test_FF_Site,2010,Caesio cuning,Handline,16
Test_FF_Site,2010,Caesio cuning,Handline,20
Test_FF_Site,2010,Caesio cuning,Handline,16
Test_FF_Site,2010,Caesio cuning,Handline,20
Test_FF_Site,2010,Caesio cuning,Handline,17
Test_FF_Site,2010,Caesio cuning,Handline,16
Test_FF_Site,2010,Caesio cuning,Handline,19
Test_FF_Site,2010,Caesio cuning,Handline,17
Test_FF_Site,2010,Caesio cuning,Trap,24
Test_FF_Site,2010,Caesio cuning,Speargun,22
Test_FF_Site,2010,Caesio cuning,Handline,16
Test_FF_Site,2010,Caesio cuning,Trap,24
Test_FF_Site,2010,Caesio cuning,Handline,22
Test_FF_Site,2010,Caesio cuning,Handline,18
Test_FF_Site,2010,Caesio cuning,Handline,23
Test_FF_Site,2010,Caesio cuning,Handline,19
Test_FF_Site,2010,Caesio cuning,Handline,16
Test_FF_Site,2010,Caesio cuning,Handline,17
Test_FF_Site,2010,Caesio cuning,Handline,23
Test_FF_Site,2010,Caesio cuning,Handline,16
Test_FF_Site,2010,Caesio cuning,Handline,20
Test_FF_Site,2010,Caesio cuning,Speargun,22
Test_FF_Site,2010,Caesio cuning,Speargun,22
Test_FF_Site,2010,Caesio cuning,Trap,20
Test_FF_Site,2010,Caesio cuning,Handline,18
Test_FF_Site,2010,Caesio cuning,Handline,22
Test_FF_Site,2010,Caesio cuning,Speargun,22
Test_FF_Site,2010,Caesio cuning,Speargun,20
Test_FF_Site,2010,Caesio cuning,Speargun,23
Test_FF_Site,2010,Caesio cuning,Speargun,28
Test_FF_Site,2010,Caesio cuning,Trap,25
Test_FF_Site,2010,Caesio cuning,Speargun,22
Test_FF_Site,2010,Caesio cuning,Speargun,22
Test_FF_Site,2010,Caesio cuning,Trap,20
Test_FF_Site,2010,Caesio cuning,Speargun,22
Test_FF_Site,2010,Caesio cuning,Speargun,22
Test_FF_Site,2010,Caesio cuning,Handline,20
Test_FF_Site,2010,Caesio cuning,Handline,23
Test_FF_Site,2010,Caesio cuning,Handline,23
Test_FF_Site,2010,Caesio cuning,Handline,27
Test_FF_Site,2010,Caesio cuning,Speargun,20
Test_FF_Site,2010,Caesio cuning,Speargun,20
Test_FF_Site,2010,Caesio cuning,Speargun,23
Test_FF_Site,2010,Caesio cuning,Speargun,22
Test_FF_Site,2010,Caesio cuning,Speargun,20
Test_FF_Site,2010,Caesio cuning,Handline,21
Test_FF_Site,2010,Caesio cuning,Handline,17
Test_FF_Site,2010,Caesio cuning,Speargun,22
Test_FF_Site,2010,Caesio cuning,Handline,19
Test_FF_Site,2010,Caesio cuning,Handline,24
Test_FF_Site,2010,Caesio cuning,Handline,23
Test_FF_Site,2010,Caesio cuning,Handline,19
Test_FF_Site,2010,Caesio cuning,Handline,24
Test_FF_Site,2010,Caesio cuning,Speargun,23
Test_FF_Site,2010,Caesio cuning,Speargun,23
Test_FF_Site,2010,Caesio cuning,Speargun,19
Test_FF_Site,2010,Caesio cuning,Handline,23
Test_FF_Site,2010,Caesio cuning,Handline,17
Test_FF_Site,2010,Caesio cuning,Trap,24
Test_FF_Site,2010,Caesio cuning,Handline,20
Test_FF_Site,2010,Caesio cuning,Handline,17
Test_FF_Site,2010,Caesio cuning,Speargun,19
Test_FF_Site,2010,Caesio cuning,Speargun,24
Test_FF_Site,2010,Caesio cuning,Speargun,24
Test_FF_Site,2010,Caesio cuning,Handline,19
Test_FF_Site,2010,Caesio cuning,Handline,20
Test_FF_Site,2010,Caesio cuning,Handline,17
Test_FF_Site,2010,Caesio cuning,Handline,23
Test_FF_Site,2010,Caesio cuning,Handline,25
Test_FF_Site,2010,Caesio cuning,Handline,16
Test_FF_Site,2010,Caesio cuning,Handline,22
Test_FF_Site,2010,Caesio cuning,Handline,17
Test_FF_Site,2010,Caesio cuning,Speargun,24
Test_FF_Site,2010,Caesio cuning,Speargun,24
Test_FF_Site,2010,Caesio cuning,Speargun,24
Test_FF_Site,2010,Caesio cuning,Speargun,17
Test_FF_Site,2010,Caesio cuning,Handline,20
Test_FF_Site,2010,Caesio cuning,Handline,17
Test_FF_Site,2010,Caesio cuning,Handline,20
Test_FF_Site,2010,Caesio cuning,Handline,25
Test_FF_Site,2010,Caesio cuning,Handline,19
Test_FF_Site,2010,Caesio cuning,Speargun,25
Test_FF_Site,2010,Caesio cuning,Speargun,25
Test_FF_Site,2010,Caesio cuning,Speargun,25
Test_FF_Site,2010,Caesio cuning,Speargun,25
Test_FF_Site,2010,Caesio cuning,Speargun,24
Test_FF_Site,2010,Caesio cuning,Speargun,25
Test_FF_Site,2010,Caesio cuning,Speargun,24
Test_FF_Site,2010,Caesio cuning,Speargun,25
Test_FF_Site,2010,Caesio cuning,Speargun,24
Test_FF_Site,2010,Caesio cuning,Handline,18
Test_FF_Site,2010,Caesio cuning,Speargun,24
Test_FF_Site,2010,Caesio cuning,Speargun,22
Test_FF_Site,2010,Caesio cuning,Handline,23
Test_FF_Site,2010,Caesio cuning,Speargun,24
Test_FF_Site,2010,Caesio cuning,Speargun,24
Test_FF_Site,2010,Caesio cuning,Speargun,23
Test_FF_Site,2010,Caesio cuning,Handline,21
Test_FF_Site,2010,Caesio cuning,Speargun,24
Test_FF_Site,2010,Caesio cuning,Speargun,24
Test_FF_Site,2010,Caesio cuning,Handline,23
Test_FF_Site,2010,Caesio cuning,Handline,24
Test_FF_Site,2010,Caesio cuning,Handline,23
Test_FF_Site,2010,Caesio cuning,Handline,24
Test_FF_Site,2010,Caesio cuning,Handline,17
Test_FF_Site,2010,Caesio cuning,Handline,23
Test_FF_Site,2010,Caesio cuning,Handline,24
Test_FF_Site,2010,Caesio cuning,Speargun,24
Test_FF_Site,2010,Caesio cuning,Speargun,24
Test_FF_Site,2010,Caesio cuning,Handline,22
Test_FF_Site,2010,Caesio cuning,Trap,26
Test_FF_Site,2010,Caesio cuning,Speargun,24
Test_FF_Site,2010,Caesio cuning,Speargun,23
Test_FF_Site,2010,Caesio cuning,Speargun,24
Test_FF_Site,2010,Caesio cuning,Speargun,24
Test_FF_Site,2010,Caesio cuning,Speargun,23
Test_FF_Site,2010,Caesio cuning,Handline,19
Test_FF_Site,2010,Caesio cuning,Handline,20
Test_FF_Site,2010,Caesio cuning,Handline,16
Test_FF_Site,2010,Caesio cuning,Handline,23
Test_FF_Site,2010,Caesio cuning,Handline,22
Test_FF_Site,2010,Caesio cuning,Speargun,24
Test_FF_Site,2010,Caesio cuning,Speargun,23
Test_FF_Site,2010,Caesio cuning,Speargun,24
Test_FF_Site,2010,Caesio cuning,Handline,23
Test_FF_Site,2010,Caesio cuning,Speargun,24
Test_FF_Site,2010,Caesio cuning,Speargun,23
Test_FF_Site,2010,Caesio cuning,Speargun,20
Test_FF_Site,2010,Caesio cuning,Speargun,24
Test_FF_Site,2010,Caesio cuning,Handline,22
Test_FF_Site,2010,Caesio cuning,Speargun,18
Test_FF_Site,2010,Caesio cuning,Speargun,23
Test_FF_Site,2010,Caesio cuning,Speargun,24
Test_FF_Site,2010,Caesio cuning,Speargun,23
Test_FF_Site,2010,Caesio cuning,Muroami,24
Test_FF_Site,2010,Caesio cuning,Speargun,23
Test_FF_Site,2010,Caesio cuning,Speargun,24
Test_FF_Site,2010,Caesio cuning,Speargun,24
Test_FF_Site,2010,Caesio cuning,Speargun,24
Test_FF_Site,2010,Caesio cuning,Speargun,24
Test_FF_Site,2010,Caesio cuning,Speargun,24
Test_FF_Site,2010,Caesio cuning,Speargun,24
Test_FF_Site,2010,Caesio cuning,Speargun,18
Test_FF_Site,2010,Caesio cuning,Speargun,23
Test_FF_Site,2010,Caesio cuning,Speargun,25
Test_FF_Site,2010,Caesio cuning,Speargun,24
Test_FF_Site,2010,Caesio cuning,Speargun,24
Test_FF_Site,2010,Caesio cuning,Speargun,24
Test_FF_Site,2010,Caesio cuning,Muroami,24
Test_FF_Site,2010,Caesio cuning,Speargun,20
Test_FF_Site,2010,Caesio cuning,Speargun,23
Test_FF_Site,2010,Caesio cuning,Speargun,23
Test_FF_Site,2010,Caesio cuning,Speargun,23
Test_FF_Site,2010,Caesio cuning,Speargun,23
Test_FF_Site,2010,Caesio cuning,Speargun,23
Test_FF_Site,2010,Caesio cuning,Speargun,24
Test_FF_Site,2010,Caesio cuning,Speargun,25
Test_FF_Site,2010,Caesio cuning,Speargun,25
Test_FF_Site,2010,Caesio cuning,Speargun,24
Test_FF_Site,2010,Caesio cuning,Speargun,24
Test_FF_Site,2010,Caesio cuning,Speargun,24
Test_FF_Site,2010,Caesio cuning,Speargun,24
Test_FF_Site,2010,Caesio cuning,Speargun,24
Test_FF_Site,2010,Caesio cuning,Speargun,20
Test_FF_Site,2010,Caesio cuning,Speargun,20
Test_FF_Site,2010,Caesio cuning,Speargun,23
Test_FF_Site,2010,Caesio cuning,Speargun,22
Test_FF_Site,2010,Caesio cuning,Speargun,18
Test_FF_Site,2010,Caesio cuning,Speargun,24
Test_FF_Site,2010,Caesio cuning,Handline,22
Test_FF_Site,2010,Caesio cuning,Speargun,25
Test_FF_Site,2010,Caesio cuning,Speargun,25
Test_FF_Site,2010,Caesio cuning,Speargun,24
Test_FF_Site,2010,Caesio cuning,Speargun,21
Test_FF_Site,2010,Caesio cuning,Speargun,25
Test_FF_Site,2010,Caesio cuning,Speargun,24
Test_FF_Site,2010,Caesio cuning,Speargun,24
Test_FF_Site,2010,Caesio cuning,Speargun,26
Test_FF_Site,2010,Caesio cuning,Speargun,26
Test_FF_Site,2010,Caesio cuning,Handline,20
Test_FF_Site,2010,Caesio cuning,Speargun,25
Test_FF_Site,2010,Caesio cuning,Speargun,24
Test_FF_Site,2010,Caesio cuning,Speargun,20
Test_FF_Site,2010,Caesio cuning,Speargun,23
Test_FF_Site,2010,Caesio cuning,Speargun,19
Test_FF_Site,2010,Caesio cuning,Speargun,25
Test_FF_Site,2010,Caesio cuning,Muroami,24
Test_FF_Site,2010,Caesio cuning,Handline,17
Test_FF_Site,2010,Caesio cuning,Speargun,24
Test_FF_Site,2010,Caesio cuning,Muroami,23
Test_FF_Site,2010,Caesio cuning,Muroami,20
Test_FF_Site,2010,Caesio cuning,Handline,22
Test_FF_Site,2010,Caesio cuning,Handline,19
Test_FF_Site,2010,Caesio cuning,Handline,20
Test_FF_Site,2010,Caesio cuning,Handline,22
Test_FF_Site,2010,Caesio cuning,Speargun,24
Test_FF_Site,2010,Caesio cuning,Speargun,24
Test_FF_Site,2010,Caesio cuning,Speargun,22
Test_FF_Site,2010,Caesio cuning,Speargun,23
Test_FF_Site,2010,Caesio cuning,Muroami,24
Test_FF_Site,2010,Caesio cuning,Handline,20
Test_FF_Site,2010,Caesio cuning,Handline,25
Test_FF_Site,2010,Caesio cuning,Speargun,24
Test_FF_Site,2010,Caesio cuning,Speargun,24
Test_FF_Site,2010,Caesio cuning,Speargun,24
Test_FF_Site,2010,Caesio cuning,Speargun,25
Test_FF_Site,2010,Caesio cuning,Speargun,26
Test_FF_Site,2010,Caesio cuning,Speargun,24
Test_FF_Site,2010,Caesio cuning,Speargun,20
Test_FF_Site,2010,Caesio cuning,Speargun,24
Test_FF_Site,2010,Caesio cuning,Muroami,23
Test_FF_Site,2010,Caesio cuning,Muroami,24
Test_FF_Site,2010,Caesio cuning,Muroami,20
Test_FF_Site,2010,Caesio cuning,Muroami,25
Test_FF_Site,2010,Caesio cuning,Handline,22
Test_FF_Site,2010,Caesio cuning,Muroami,24
Test_FF_Site,2010,Caesio cuning,Handline,25
Test_FF_Site,2010,Caesio cuning,Muroami,24
Test_FF_Site,2010,Caesio cuning,Handline,20
Test_FF_Site,2010,Caesio cuning,Handline,20
Test_FF_Site,2010,Caesio cuning,Speargun,24
Test_FF_Site,2010,Caesio cuning,Handline,23
Test_FF_Site,2010,Caesio cuning,Handline,23
Test_FF_Site,2010,Caesio cuning,Speargun,20
Test_FF_Site,2010,Caesio cuning,Speargun,20
Test_FF_Site,2010,Caesio cuning,Speargun,24
Test_FF_Site,2010,Caesio cuning,Speargun,23
Test_FF_Site,2010,Caesio cuning,Handline,23
Test_FF_Site,2010,Caesio cuning,Handline,24
Test_FF_Site,2010,Caesio cuning,Handline,22
Test_FF_Site,2010,Caesio cuning,Speargun,22
Test_FF_Site,2010,Caesio cuning,Speargun,24
Test_FF_Site,2010,Caesio cuning,Speargun,24
Test_FF_Site,2010,Caesio cuning,Speargun,23
Test_FF_Site,2010,Caesio cuning,Handline,24
Test_FF_Site,2010,Caesio cuning,Handline,219
Test_FF_Site,2010,Caesio cuning,Handline,23
Test_FF_Site,2010,Caesio cuning,Handline,17
Test_FF_Site,2010,Caesio cuning,Handline,23
Test_FF_Site,2010,Caesio cuning,Handline,20
Test_FF_Site,2010,Caesio cuning,Handline,18
Test_FF_Site,2010,Caesio cuning,Handline,23
Test_FF_Site,2010,Caesio cuning,Handline,24
Test_FF_Site,2010,Caesio cuning,Handline,25
Test_FF_Site,2010,Caesio cuning,Handline,24
Test_FF_Site,2010,Caesio cuning,Handline,24
Test_FF_Site,2010,Caesio cuning,Speargun,24
Test_FF_Site,2010,Caesio cuning,Speargun,23
Test_FF_Site,2010,Caesio cuning,Speargun,24
Test_FF_Site,2010,Caesio cuning,Handline,25
Test_FF_Site,2010,Caesio cuning,Speargun,23
Test_FF_Site,2010,Caesio cuning,Speargun,23
Test_FF_Site,2010,Caesio cuning,Muroami,27
Test_FF_Site,2010,Caesio cuning,Handline,24
Test_FF_Site,2010,Caesio cuning,Handline,20
Test_FF_Site,2010,Caesio cuning,Trolling,20
Test_FF_Site,2010,Caesio cuning,Handline,21
Test_FF_Site,2010,Caesio cuning,Handline,25
Test_FF_Site,2010,Caesio cuning,Handline,24
Test_FF_Site,2010,Caesio cuning,Handline,25
Test_FF_Site,2010,Caesio cuning,Handline,20
Test_FF_Site,2010,Caesio cuning,Speargun,23
Test_FF_Site,2010,Caesio cuning,Speargun,23
Test_FF_Site,2010,Caesio cuning,Muroami,24
Test_FF_Site,2010,Caesio cuning,Handline,15
Test_FF_Site,2010,Caesio cuning,Handline,16
Test_FF_Site,2010,Caesio cuning,Handline,23
Test_FF_Site,2010,Caesio cuning,Handline,17
Test_FF_Site,2010,Caesio cuning,Handline,23
Test_FF_Site,2010,Caesio cuning,Handline,20
Test_FF_Site,2010,Caesio cuning,Handline,24
Test_FF_Site,2010,Caesio cuning,Handline,26
Test_FF_Site,2010,Caesio cuning,Handline,20
Test_FF_Site,2010,Caesio cuning,Handline,24
Test_FF_Site,2010,Caesio cuning,Handline,23
Test_FF_Site,2010,Caesio cuning,Handline,23
Test_FF_Site,2010,Caesio cuning,Handline,26
Test_FF_Site,2010,Caesio cuning,Handline,20
Test_FF_Site,2010,Caesio cuning,Handline,23
Test_FF_Site,2011,Caesio cuning,Handline,24
Test_FF_Site,2011,Caesio cuning,Handline,23
Test_FF_Site,2011,Caesio cuning,Trap,26
Test_FF_Site,2011,Caesio cuning,Speargun,24
Test_FF_Site,2011,Caesio cuning,Speargun,25
Test_FF_Site,2011,Caesio cuning,Speargun,24
Test_FF_Site,2011,Caesio cuning,Speargun,25
Test_FF_Site,2011,Caesio cuning,Speargun,26
Test_FF_Site,2011,Caesio cuning,Speargun,24
Test_FF_Site,2011,Caesio cuning,Speargun,25
Test_FF_Site,2011,Caesio cuning,Speargun,23
Test_FF_Site,2011,Caesio cuning,Speargun,26
Test_FF_Site,2011,Caesio cuning,Handline,23
Test_FF_Site,2011,Caesio cuning,Trap,26
Test_FF_Site,2011,Caesio cuning,Handline,23
Test_FF_Site,2011,Caesio cuning,Handline,26
Test_FF_Site,2011,Caesio cuning,Handline,19
Test_FF_Site,2011,Caesio cuning,Handline,25
Test_FF_Site,2011,Caesio cuning,Handline,23
Test_FF_Site,2011,Caesio cuning,Handline,24
Test_FF_Site,2011,Caesio cuning,Handline,26
Test_FF_Site,2011,Caesio cuning,Handline,20
Test_FF_Site,2011,Caesio cuning,Handline,25
Test_FF_Site,2011,Caesio cuning,Speargun,25
Test_FF_Site,2011,Caesio cuning,Speargun,25
Test_FF_Site,2011,Caesio cuning,Handline,25
Test_FF_Site,2011,Caesio cuning,Handline,26
Test_FF_Site,2011,Caesio cuning,Handline,26
Test_FF_Site,2011,Caesio cuning,Handline,24
Test_FF_Site,2011,Caesio cuning,Handline,24
Test_FF_Site,2011,Caesio cuning,Muroami,25
Test_FF_Site,2011,Caesio cuning,Handline,24
Test_FF_Site,2011,Caesio cuning,Handline,24
Test_FF_Site,2011,Caesio cuning,Handline,25
Test_FF_Site,2011,Caesio cuning,Handline,25
Test_FF_Site,2011,Caesio cuning,Handline,24
Test_FF_Site,2011,Caesio cuning,Handline,24
Test_FF_Site,2011,Caesio cuning,Handline,20
Test_FF_Site,2011,Caesio cuning,Speargun,22
Test_FF_Site,2011,Caesio cuning,Handline,22
Test_FF_Site,2011,Caesio cuning,Handline,26
Test_FF_Site,2011,Caesio cuning,Handline,26
Test_FF_Site,2011,Caesio cuning,Handline,24
Test_FF_Site,2011,Caesio cuning,Handline,26
Test_FF_Site,2011,Caesio cuning,Handline,27
Test_FF_Site,2011,Caesio cuning,Handline,26
Test_FF_Site,2011,Caesio cuning,Handline,24
Test_FF_Site,2011,Caesio cuning,Handline,25
Test_FF_Site,2011,Caesio cuning,Handline,26
Test_FF_Site,2011,Caesio cuning,Handline,24
Test_FF_Site,2011,Caesio cuning,Trap,25
Test_FF_Site,2011,Caesio cuning,Handline,24
Test_FF_Site,2011,Caesio cuning,Handline,26
Test_FF_Site,2011,Caesio cuning,Handline,25
Test_FF_Site,2011,Caesio cuning,Muroami,24
Test_FF_Site,2011,Caesio cuning,Handline,26
Test_FF_Site,2011,Caesio cuning,Speargun,23
Test_FF_Site,2011,Caesio cuning,Handline,24
Test_FF_Site,2011,Caesio cuning,Muroami,25
Test_FF_Site,2011,Caesio cuning,Handline,24
Test_FF_Site,2011,Caesio cuning,Handline,24
Test_FF_Site,2011,Caesio cuning,Handline,27
Test_FF_Site,2011,Caesio cuning,Muroami,24
Test_FF_Site,2011,Caesio cuning,Muroami,26
Test_FF_Site,2011,Caesio cuning,Muroami,24
Test_FF_Site,2011,Caesio cuning,Handline,26
Test_FF_Site,2011,Caesio cuning,Handline,26
Test_FF_Site,2011,Caesio cuning,Handline,25
Test_FF_Site,2011,Caesio cuning,Handline,22
Test_FF_Site,2011,Caesio cuning,Handline,25
Test_FF_Site,2011,Caesio cuning,Muroami,27
Test_FF_Site,2011,Caesio cuning,Muroami,24
Test_FF_Site,2011,Caesio cuning,Handline,26
Test_FF_Site,2011,Caesio cuning,Handline,22
Test_FF_Site,2011,Caesio cuning,Handline,25
Test_FF_Site,2011,Caesio cuning,Handline,24
Test_FF_Site,2011,Caesio cuning,Handline,22
Test_FF_Site,2011,Caesio cuning,Speargun,24
